OTU,Domain,Phylum,Class,Order,Family,Genus,Species,taxonomy
OTU732,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae
OTU733,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU734,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,uncultured rumen bacterium,?,?,k_Bacteria|p_Verrucomicrobiota|c_Kiritimatiellae|o_WCHB1-41|f_uncultured rumen bacterium
OTU735,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Parasutterella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Parasutterella
OTU736,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] xylanophilum group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_[Eubacterium] xylanophilum group
OTU737,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU738,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Paraprevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Paraprevotella
OTU739,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Rhodocyclaceae,Dechloromonas,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Rhodocyclaceae|g_Dechloromonas
OTU740,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group
OTU741,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU742,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU743,Bacteria,Firmicutes,Bacilli,RF39,gut metagenome,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_gut metagenome
OTU744,Bacteria,Spirochaetota,Spirochaetia,Spirochaetales,Spirochaetaceae,Treponema,?,k_Bacteria|p_Spirochaetota|c_Spirochaetia|o_Spirochaetales|f_Spirochaetaceae|g_Treponema
OTU745,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] nodatum group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_[Eubacterium] nodatum group
OTU746,Bacteria,Firmicutes,Bacilli,RF39,gut metagenome,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_gut metagenome
OTU747,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelatoclostridiaceae
OTU748,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus haemolyticus,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Haemophilus|s_Haemophilus haemolyticus
OTU749,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,Parvibacter,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae|g_Parvibacter
OTU750,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU751,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU752,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU753,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae
OTU754,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,Prevotellaceae bacterium,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9|s_Prevotellaceae bacterium
OTU755,Bacteria,Actinobacteriota,Actinobacteria,Micrococcales,Microbacteriaceae,?,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Micrococcales|f_Microbacteriaceae
OTU756,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Monoglobales|f_Monoglobaceae|g_Monoglobus
OTU757,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,Desulfovibrionaceae,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales|f_Desulfovibrionaceae
OTU758,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU759,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,UCG-005,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_UCG-005
OTU760,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,Christensenellaceae R-7 group,metagenome,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae|g_Christensenellaceae R-7 group|s_metagenome
OTU761,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU762,Bacteria,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,Enterococcus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Enterococcaceae|g_Enterococcus
OTU763,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Aureimonas,Aureimonas ureilytica,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhizobiales|f_Rhizobiaceae|g_Aureimonas|s_Aureimonas ureilytica
OTU764,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides
OTU765,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodospirillales,?,?,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodospirillales
OTU766,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU767,Bacteria,Actinobacteriota,Actinobacteria,Actinomycetales,Actinomycetaceae,Actinomyces,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Actinomycetales|f_Actinomycetaceae|g_Actinomyces
OTU768,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,gut metagenome,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Sutterella|s_gut metagenome
OTU769,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae
OTU770,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU771,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales
OTU772,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,Family XIII AD3011 group,metagenome,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_Family XIII AD3011 group|s_metagenome
OTU773,Bacteria,Firmicutes,Clostridia,Oscillospirales,Butyricicoccaceae,UCG-009,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Butyricicoccaceae|g_UCG-009
OTU774,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,Candidatus Melainabacteria bacterium MEL.A1,?,?,k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Gastranaerophilales|f_Candidatus Melainabacteria bacterium MEL.A1
OTU775,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Alloprevotella
OTU776,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae
OTU777,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Roseburia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Roseburia
OTU778,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae
OTU779,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Atopobiaceae,Atopobium,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Atopobiaceae|g_Atopobium
OTU780,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,uncultured organism,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group|g_uncultured organism
OTU781,Bacteria,Firmicutes,Clostridia,Lachnospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales
OTU782,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroidaceae bacterium,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroidaceae bacterium
OTU783,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Subdoligranulum,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Subdoligranulum
OTU784,Bacteria,Firmicutes,Bacilli,RF39,gut metagenome,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39|f_gut metagenome
OTU785,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Monoglobales|f_Monoglobaceae|g_Monoglobus
OTU786,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU787,Archaea,Euryarchaeota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,?,?,k_Archaea|p_Euryarchaeota|c_Methanobacteria|o_Methanobacteriales|f_Methanobacteriaceae
OTU788,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Burkholderiaceae,Lautropia,Lautropia mirabilis,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Burkholderiaceae|g_Lautropia|s_Lautropia mirabilis
OTU789,Bacteria,Firmicutes,Clostridia,Christensenellales,Christensenellaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Christensenellales|f_Christensenellaceae
OTU790,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU791,Bacteria,Campylobacterota,Campylobacteria,Campylobacterales,Campylobacteraceae,Campylobacter,Campylobacter concisus,k_Bacteria|p_Campylobacterota|c_Campylobacteria|o_Campylobacterales|f_Campylobacteraceae|g_Campylobacter|s_Campylobacter concisus
OTU792,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Tannerellaceae,Parabacteroides,Parabacteroides goldsteinii,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Parabacteroides|s_Parabacteroides goldsteinii
OTU793,Bacteria,Firmicutes,Bacilli,Lactobacillales,Streptococcaceae,Streptococcus,Streptococcus dentirousetti,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus dentirousetti
OTU794,Bacteria,Firmicutes,Clostridia,Oscillospirales,UCG-010,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_UCG-010
OTU795,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Ligilactobacillus,Lactobacillus salivarius,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Ligilactobacillus|s_Lactobacillus salivarius
OTU796,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU797,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Bacteroidaceae,Bacteroides,Bacteroides salyersiae,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Bacteroidaceae|g_Bacteroides|s_Bacteroides salyersiae
OTU798,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Rikenellaceae,Rikenellaceae RC9 gut group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Rikenellaceae|g_Rikenellaceae RC9 gut group
OTU799,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Actinobacillus,Bisgaard Taxon,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Actinobacillus|s_Bisgaard Taxon
OTU800,Bacteria,Firmicutes,Clostridia,Monoglobales,Monoglobaceae,Monoglobus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Monoglobales|f_Monoglobaceae|g_Monoglobus
OTU801,Bacteria,Desulfobacterota,Desulfovibrionia,Desulfovibrionales,?,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfovibrionia|o_Desulfovibrionales
OTU802,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales
OTU803,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,uncultured Bacteroidales bacterium,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae|g_uncultured Bacteroidales bacterium
OTU804,Bacteria,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Anaerovoracaceae,[Eubacterium] brachy group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptostreptococcales-Tissierellales|f_Anaerovoracaceae|g_[Eubacterium] brachy group
OTU805,Bacteria,Firmicutes,Clostridia,Oscillospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales
OTU806,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Pasteurellaceae,Haemophilus,Haemophilus influenzae,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Pasteurellaceae|g_Haemophilus|s_Haemophilus influenzae
OTU807,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,Lachnospiraceae bacterium,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Blautia|s_Lachnospiraceae bacterium
OTU808,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotella_9,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotella_9
OTU809,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemania,Holdemania massiliensis,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelotrichaceae|g_Holdemania|s_Holdemania massiliensis
OTU810,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,Erysipelatoclostridiaceae,UCG-004,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales|f_Erysipelatoclostridiaceae|g_UCG-004
OTU811,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae
OTU812,Bacteria,Firmicutes,Clostridia,?,uncultured organism,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|f_uncultured organism
OTU813,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Alloprevotella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Alloprevotella
OTU814,Bacteria,Actinobacteriota,Actinobacteria,Corynebacteriales,Corynebacteriaceae,Corynebacterium,?,k_Bacteria|p_Actinobacteriota|c_Actinobacteria|o_Corynebacteriales|f_Corynebacteriaceae|g_Corynebacterium
OTU815,Bacteria,Verrucomicrobiota,Kiritimatiellae,WCHB1-41,?,?,?,k_Bacteria|p_Verrucomicrobiota|c_Kiritimatiellae|o_WCHB1-41
OTU816,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Lachnospiraceae NK4A136 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Lachnospiraceae NK4A136 group
OTU817,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU818,Bacteria,Cyanobacteria,Vampirivibrionia,Gastranaerophilales,?,?,?,k_Bacteria|p_Cyanobacteria|c_Vampirivibrionia|o_Gastranaerophilales
OTU819,Bacteria,Desulfobacterota,Desulfuromonadia,Bradymonadales,?,?,?,k_Bacteria|p_Desulfobacterota|c_Desulfuromonadia|o_Bradymonadales
OTU820,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae NK3B31 group
OTU821,Bacteria,Actinobacteriota,?,?,?,?,?,k_Bacteria|p_Actinobacteriota
OTU822,Bacteria,Firmicutes,Clostridia,Clostridia vadinBB60 group,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia vadinBB60 group
OTU823,Bacteria,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Limosilactobacillus,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Lactobacillales|f_Lactobacillaceae|g_Limosilactobacillus
OTU824,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Harryflintia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Harryflintia
OTU825,Bacteria,Proteobacteria,Alphaproteobacteria,Rhodobacterales,Rhodobacteraceae,Ruegeria,?,k_Bacteria|p_Proteobacteria|c_Alphaproteobacteria|o_Rhodobacterales|f_Rhodobacteraceae|g_Ruegeria
OTU826,Bacteria,Firmicutes,Clostridia,Oscillospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales
OTU827,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Blautia
OTU828,Bacteria,Bacteroidota,?,?,?,?,?,k_Bacteria|p_Bacteroidota
OTU829,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Selenomonadaceae,Anaerovibrio,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Selenomonadaceae|g_Anaerovibrio
OTU830,Bacteria,Firmicutes,Clostridia,Lachnospirales,Defluviitaleaceae,Defluviitaleaceae UCG-011,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Defluviitaleaceae|g_Defluviitaleaceae UCG-011
OTU831,Bacteria,Patescibacteria,Saccharimonadia,Saccharimonadales,Saccharimonadaceae,TM7x,?,k_Bacteria|p_Patescibacteria|c_Saccharimonadia|o_Saccharimonadales|f_Saccharimonadaceae|g_TM7x
OTU832,Bacteria,Firmicutes,Clostridia,Oscillospirales,Oscillospiraceae,NK4A214 group,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Oscillospiraceae|g_NK4A214 group
OTU833,Bacteria,Firmicutes,Bacilli,RF39,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_RF39
OTU834,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Muribaculaceae,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Muribaculaceae
OTU835,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,?,?,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales
OTU836,Bacteria,Firmicutes,Clostridia,Peptococcales,Peptococcaceae,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Peptococcales|f_Peptococcaceae
OTU837,Bacteria,Firmicutes,Clostridia,Clostridia UCG-014,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Clostridia UCG-014
OTU838,Bacteria,Bacteroidota,Bacteroidia,Sphingobacteriales,Sphingobacteriaceae,Sphingobacterium,Sphingobacterium alimentarium,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Sphingobacteriales|f_Sphingobacteriaceae|g_Sphingobacterium|s_Sphingobacterium alimentarium
OTU839,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae NK3B31 group
OTU840,Bacteria,Gemmatimonadota,Gemmatimonadetes,Gemmatimonadales,Gemmatimonadaceae,?,?,k_Bacteria|p_Gemmatimonadota|c_Gemmatimonadetes|o_Gemmatimonadales|f_Gemmatimonadaceae
OTU841,Bacteria,Firmicutes,Clostridia,Oscillospirales,[Eubacterium] coprostanoligenes group,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_[Eubacterium] coprostanoligenes group
OTU842,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU843,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Endozoicomonadaceae,Endozoicomonas,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Endozoicomonadaceae|g_Endozoicomonas
OTU844,Bacteria,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Pseudomonas aeruginosa,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Pseudomonadales|f_Pseudomonadaceae|g_Pseudomonas|s_Pseudomonas aeruginosa
OTU845,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Megasphaera,Megasphaera micronuciformis,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Veillonellaceae|g_Megasphaera|s_Megasphaera micronuciformis
OTU846,Bacteria,Bacteroidota,Bacteroidia,Bacteroidales,Prevotellaceae,Prevotellaceae NK3B31 group,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Prevotellaceae NK3B31 group
OTU847,Bacteria,Proteobacteria,Gammaproteobacteria,Burkholderiales,Sutterellaceae,Sutterella,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Burkholderiales|f_Sutterellaceae|g_Sutterella
OTU848,Bacteria,Firmicutes,Clostridia,Oscillospirales,Ruminococcaceae,Ruminococcus,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Oscillospirales|f_Ruminococcaceae|g_Ruminococcus
OTU849,Bacteria,Proteobacteria,Gammaproteobacteria,Legionellales,Legionellaceae,?,?,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Legionellales|f_Legionellaceae
OTU850,Bacteria,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,Blautia,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales|f_Lachnospiraceae|g_Blautia
OTU851,Bacteria,Firmicutes,Negativicutes,Veillonellales-Selenomonadales,Veillonellaceae,Veillonella,?,k_Bacteria|p_Firmicutes|c_Negativicutes|o_Veillonellales-Selenomonadales|f_Veillonellaceae|g_Veillonella
OTU852,Bacteria,Firmicutes,?,?,?,?,?,k_Bacteria|p_Firmicutes
OTU853,Bacteria,Firmicutes,Clostridia,Lachnospirales,?,?,?,k_Bacteria|p_Firmicutes|c_Clostridia|o_Lachnospirales
OTU854,Bacteria,Deferribacterota,Deferribacteres,Deferribacterales,Deferribacteraceae,Mucispirillum,?,k_Bacteria|p_Deferribacterota|c_Deferribacteres|o_Deferribacterales|f_Deferribacteraceae|g_Mucispirillum
OTU855,Bacteria,Actinobacteriota,Coriobacteriia,Coriobacteriales,Eggerthellaceae,?,?,k_Bacteria|p_Actinobacteriota|c_Coriobacteriia|o_Coriobacteriales|f_Eggerthellaceae
OTU856,Bacteria,Firmicutes,Bacilli,Erysipelotrichales,?,?,?,k_Bacteria|p_Firmicutes|c_Bacilli|o_Erysipelotrichales
OTU857,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Flavobacteriaceae,Capnocytophaga,Capnocytophaga gingivalis,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Flavobacteriaceae|g_Capnocytophaga|s_Capnocytophaga gingivalis
OTU858,Bacteria,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Plesiomonas,Plesiomonas shigelloides,k_Bacteria|p_Proteobacteria|c_Gammaproteobacteria|o_Enterobacterales|f_Enterobacteriaceae|g_Plesiomonas|s_Plesiomonas shigelloides
OTU859,Bacteria,Bacteroidota,Bacteroidia,Flavobacteriales,Weeksellaceae,Bergeyella,?,k_Bacteria|p_Bacteroidota|c_Bacteroidia|o_Flavobacteriales|f_Weeksellaceae|g_Bergeyella
