pathway	description	#SampleID	Abundance	Group	relative_abundance
PWY-5183	superpathway of aerobic toluene degradation	AC4	0.0	CMY	0.0
PWY-5188	tetrapyrrole biosynthesis I (from glutamate)	AC4	38369.55953561132	CMY	0.0037277333150778054
PWY-5189	tetrapyrrole biosynthesis II (from glycine)	AC4	35559.89623714861	CMY	0.00345476496181563
PWY-5198	factor 420 biosynthesis	AC4	4.363636363636363	CMY	4.239421261147161e-07
PWY-5265	peptidoglycan biosynthesis II (staphylococci)	AC4	141.8125306938115	CMY	1.377757007275983e-05
PWY-5304	superpathway of sulfur oxidation (Acidianus ambivalens)	AC4	1243.0800000000002	CMY	0.00012076945332161448
PWY-5345	superpathway of L-methionine biosynthesis (by sulfhydrylation)	AC4	14232.885545519011	CMY	0.0013827732780846281
PWY-5347	superpathway of L-methionine biosynthesis (transsulfuration)	AC4	13004.827780815212	CMY	0.0012634632860562458
PWY-5384	sucrose degradation IV (sucrose phosphorylase)	AC4	1886.5205204396752	CMY	0.00018328189009034592
PWY-5415	catechol degradation I (meta-cleavage pathway)	AC4	2.889370451231036	CMY	2.8071217446889883e-07
PWY-5417	catechol degradation III (ortho-cleavage pathway)	AC4	24.776865990422607	CMY	2.407156868975641e-06
PWY-5419	catechol degradation to 2-oxopent-4-enoate II	AC4	3.762138108856586	CMY	3.6550452322217593e-07
PWY-5420	catechol degradation II (meta-cleavage pathway)	AC4	3.138092774506532	CMY	3.048763948013501e-07
PWY-5430	meta cleavage pathway of aromatic compounds	AC4	0.0	CMY	0.0
PWY-5431	aromatic compounds degradation via &beta;-ketoadipate	AC4	24.776865990422607	CMY	2.407156868975641e-06
PWY-5484	glycolysis II (from fructose 6-phosphate)	AC4	73349.2875958162	CMY	0.007126132963668147
PWY-5505	L-glutamate and L-glutamine biosynthesis	AC4	29873.94874447805	CMY	0.002902355808498685
PWY-5507	adenosylcobalamin biosynthesis I (early cobalt insertion)	AC4	1233.9864978635856	CMY	0.00011988598863567816
PWY-5509	adenosylcobalamin biosynthesis from cobyrinate a,c-diamide I	AC4	31620.62588597949	CMY	0.0030720514383121233
PWY-5529	superpathway of bacteriochlorophyll a biosynthesis	AC4	0.0	CMY	0.0
PWY-5531	chlorophyllide a biosynthesis II (anaerobic)	AC4	0.0	CMY	0.0
PWY-5532	adenosine nucleotides degradation IV	AC4	13.380381086803103	CMY	1.2999495680793516e-06
PWY-5647	2-nitrobenzoate degradation I	AC4	0.0	CMY	0.0
PWY-5651	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde	AC4	800.088286751715	CMY	7.773130047947979e-05
PWY-5654	2-amino-3-carboxymuconate semialdehyde degradation to 2-oxopentenoate	AC4	0.0	CMY	0.0
PWY-5655	L-tryptophan degradation IX	AC4	0.0	CMY	0.0
PWY-5659	GDP-mannose biosynthesis	AC4	80749.60453633298	CMY	0.007845098944387726
PWY-5667	CDP-diacylglycerol biosynthesis I	AC4	82558.39670493074	CMY	0.008020829260516992
PWY-5676	acetyl-CoA fermentation to butanoate II	AC4	7037.309010363188	CMY	0.000683698524661996
PWY-5677	succinate fermentation to butanoate	AC4	313.82831280614585	CMY	3.048948882971559e-05
PWY-5686	UMP biosynthesis	AC4	89678.49397824708	CMY	0.008712570946727961
PWY-5695	urate biosynthesis/inosine 5'-phosphate degradation	AC4	84523.60189960222	CMY	0.008211755634543821
PWY-5705	allantoin degradation to glyoxylate III	AC4	60.50773843822494	CMY	5.878532751642424e-06
PWY-5741	ethylmalonyl-CoA pathway	AC4	185.68505642734104	CMY	1.8039935285519125e-05
PWY-5747	2-methylcitrate cycle II	AC4	317.5844808892614	CMY	3.085441334461564e-05
PWY-5837	1,4-dihydroxy-2-naphthoate biosynthesis I	AC4	1430.9728459785345	CMY	0.00013902388287712972
PWY-5838	superpathway of menaquinol-8 biosynthesis I	AC4	4647.903769487756	CMY	0.00045155967221136814
PWY-5840	superpathway of menaquinol-7 biosynthesis	AC4	4631.348176437469	CMY	0.00044995123999292823
PWY-5845	superpathway of menaquinol-9 biosynthesis	AC4	3207.078214236577	CMY	0.0003115785650907512
PWY-5850	superpathway of menaquinol-6 biosynthesis I	AC4	3207.078214236577	CMY	0.0003115785650907512
PWY-5855	ubiquinol-7 biosynthesis (prokaryotic)	AC4	2057.4963726611054	CMY	0.00019989277611858164
PWY-5856	ubiquinol-9 biosynthesis (prokaryotic)	AC4	2057.4963726611054	CMY	0.00019989277611858164
PWY-5857	ubiquinol-10 biosynthesis (prokaryotic)	AC4	2057.4963726611054	CMY	0.00019989277611858164
PWY-5860	superpathway of demethylmenaquinol-6 biosynthesis I	AC4	2171.5460806527426	CMY	0.00021097309346391726
PWY-5861	superpathway of demethylmenaquinol-8 biosynthesis	AC4	3169.450699335865	CMY	0.00030792292393780053
PWY-5862	superpathway of demethylmenaquinol-9 biosynthesis	AC4	2171.5460806527426	CMY	0.00021097309346391726
PWY-5863	superpathway of phylloquinol biosynthesis	AC4	1631.0734322541516	CMY	0.00015846433595644951
PWY-5896	superpathway of menaquinol-10 biosynthesis	AC4	3207.078214236577	CMY	0.0003115785650907512
PWY-5897	superpathway of menaquinol-11 biosynthesis	AC4	4106.836301958364	CMY	0.0003989931260006375
PWY-5898	superpathway of menaquinol-12 biosynthesis	AC4	4106.836301958364	CMY	0.0003989931260006375
PWY-5899	superpathway of menaquinol-13 biosynthesis	AC4	4106.836301958364	CMY	0.0003989931260006375
PWY-5910	superpathway of geranylgeranyldiphosphate biosynthesis I (via mevalonate)	AC4	7091.646875385169	CMY	0.0006889776332096102
PWY-5913	TCA cycle VI (obligate autotrophs)	AC4	63463.50963117765	CMY	0.006165695984191154
PWY-5918	superpathay of heme biosynthesis from glutamate	AC4	21064.193407366263	CMY	0.002046458089960726
PWY-5920	superpathway of heme biosynthesis from glycine	AC4	12994.248192693536	CMY	0.0012624354430583512
PWY-5941	glycogen degradation II (eukaryotic)	AC4	15.997475585194143	CMY	1.5542092069293781e-06
PWY-5971	palmitate biosynthesis II (bacteria and plants)	AC4	33214.54104128687	CMY	0.0032269057211800874
PWY-5973	cis-vaccenate biosynthesis	AC4	94533.84510859915	CMY	0.009184284836177638
PWY-5989	stearate biosynthesis II (bacteria and plants)	AC4	25215.608069791702	CMY	0.0024497821554210785
PWY-6071	superpathway of phenylethylamine degradation	AC4	4.279853083895939	CMY	4.1580229529792e-07
PWY-6107	chlorosalicylate degradation	AC4	0.2932279909706546	CMY	2.8488097441935564e-08
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	AC4	89815.21093914562	CMY	0.008725853464850294
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	AC4	87598.37638890301	CMY	0.008510480442408241
PWY-6123	inosine-5'-phosphate biosynthesis I	AC4	85504.89894959341	CMY	0.00830709198318876
PWY-6125	superpathway of guanosine nucleotides de novo biosynthesis II	AC4	61696.74131857268	CMY	0.005994048428716644
PWY-6126	superpathway of adenosine nucleotides de novo biosynthesis II	AC4	88649.20020327956	CMY	0.00861257155287546
PWY-6141	archaetidylserine and archaetidylethanolamine biosynthesis	AC4	7.301096904004673	CMY	7.093264164372175e-07
PWY-6143	CMP-pseudaminate biosynthesis	AC4	12.781133177567936	CMY	1.2417305939164245e-06
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	AC4	71032.84130002289	CMY	0.006901082321077294
PWY-6148	tetrahydromethanopterin biosynthesis	AC4	18.9199728495335	CMY	1.838139764052152e-06
PWY-6151	S-adenosyl-L-methionine cycle I	AC4	53876.50634330032	CMY	0.005234285981561022
PWY-6163	chorismate biosynthesis from 3-dehydroquinate	AC4	80270.19511243975	CMY	0.007798522686994142
PWY-6165	chorismate biosynthesis II (archaea)	AC4	33.550798605982806	CMY	3.2595742881778553e-06
PWY-6167	flavin biosynthesis II (archaea)	AC4	22.87412517923614	CMY	2.222299122426976e-06
PWY-6174	mevalonate pathway II (archaea)	AC4	18.63671096754593	CMY	1.8106199080215744e-06
PWY-6182	superpathway of salicylate degradation	AC4	22.06353451940797	CMY	2.1435474806540773e-06
PWY-6185	4-methylcatechol degradation (ortho cleavage)	AC4	21.246857154962942	CMY	2.0642044948091092e-06
PWY-621	sucrose degradation III (sucrose invertase)	AC4	26833.295587284207	CMY	0.0026069460041941014
PWY-6210	2-aminophenol degradation	AC4	0.0	CMY	0.0
PWY-6263	superpathway of menaquinol-8 biosynthesis II	AC4	8798.426107806617	CMY	0.0008547970453473834
PWY-6269	adenosylcobalamin salvage from cobinamide II	AC4	32234.41056995405	CMY	0.003131682709622729
PWY-6277	superpathway of 5-aminoimidazole ribonucleotide biosynthesis	AC4	87598.37638890301	CMY	0.008510480442408241
PWY-6282	palmitoleate biosynthesis I (from (5Z)-dodec-5-enoate)	AC4	24864.06657585036	CMY	0.0024156287026721327
PWY-6317	galactose degradation I (Leloir pathway)	AC4	45587.08822395154	CMY	0.004428940794905265
PWY-6338	superpathway of vanillin and vanillate degradation	AC4	0.0	CMY	0.0
PWY-6339	syringate degradation	AC4	0.0	CMY	0.0
PWY-6349	CDP-archaeol biosynthesis	AC4	10.654542871350433	CMY	1.0351251069639092e-06
PWY-6350	archaetidylinositol biosynthesis	AC4	9.991473033468344	CMY	9.707056151893883e-07
PWY-6353	purine nucleotides degradation II (aerobic)	AC4	11983.903498681237	CMY	0.00116427701692145
PWY-6383	mono-trans, poly-cis decaprenyl phosphate biosynthesis	AC4	17.732722644107266	CMY	1.7227943653124887e-06
PWY-6385	peptidoglycan biosynthesis III (mycobacteria)	AC4	82262.90932763177	CMY	0.007992121656002533
PWY-6386	UDP-N-acetylmuramoyl-pentapeptide biosynthesis II (lysine-containing)	AC4	82999.73961068144	CMY	0.008063707226098359
PWY-6387	UDP-N-acetylmuramoyl-pentapeptide biosynthesis I (meso-diaminopimelate containing)	AC4	83357.09724272347	CMY	0.008098425736461346
PWY-6396	superpathway of 2,3-butanediol biosynthesis	AC4	1885.549306499636	CMY	0.00018318753335015472
PWY-6397	mycolyl-arabinogalactan-peptidoglycan complex biosynthesis	AC4	0.2337063960579261	CMY	2.2705371890530335e-08
PWY-6467	Kdo transfer to lipid IVA III (Chlamydia)	AC4	56534.5	CMY	0.0054925191128574295
PWY-6470	peptidoglycan biosynthesis V (&beta;-lactam resistance)	AC4	28.76935915113091	CMY	2.7950411695910694e-06
PWY-6471	peptidoglycan biosynthesis IV (Enterococcus faecium)	AC4	23758.99193883865	CMY	0.0023082669401214635
PWY-6478	GDP-D-glycero-&alpha;-D-manno-heptose biosynthesis	AC4	6673.738338194717	CMY	0.0006483763963021493
PWY-6505	L-tryptophan degradation XII (Geobacillus)	AC4	0.0	CMY	0.0
PWY-6507	4-deoxy-L-threo-hex-4-enopyranuronate degradation	AC4	33753.999025762816	CMY	0.003279315900633654
PWY-6519	8-amino-7-oxononanoate biosynthesis I	AC4	30342.152646438924	CMY	0.002947843411294049
PWY-6545	pyrimidine deoxyribonucleotides de novo biosynthesis III	AC4	27654.70193950237	CMY	0.0026867484272982372
PWY-6562	norspermidine biosynthesis	AC4	7.165999297454439	CMY	6.962012241019452e-07
PWY-6565	superpathway of polyamine biosynthesis III	AC4	0.0	CMY	0.0
PWY-6572	chondroitin sulfate degradation I (bacterial)	AC4	2700.4276724647384	CMY	0.0002623557403691848
PWY-6588	pyruvate fermentation to acetone	AC4	16807.626134729588	CMY	0.0016329180904892464
PWY-6590	superpathway of Clostridium acetobutylicum acidogenic fermentation	AC4	18246.81088243917	CMY	0.0017727397875720505
PWY-6608	guanosine nucleotides degradation III	AC4	10910.45478121082	CMY	0.0010599878201057256
PWY-6609	adenine and adenosine salvage III	AC4	78229.8068345209	CMY	0.0076002920205140365
PWY-6612	superpathway of tetrahydrofolate biosynthesis	AC4	66339.1082636739	CMY	0.006445070179592057
PWY-6628	superpathway of L-phenylalanine biosynthesis	AC4	25736.69520685876	CMY	0.0025004075445163206
PWY-6629	superpathway of L-tryptophan biosynthesis	AC4	79.95799447603824	CMY	7.768191332467586e-06
PWY-6630	superpathway of L-tyrosine biosynthesis	AC4	25241.999346737863	CMY	0.0024523461578096995
PWY-6641	superpathway of sulfolactate degradation	AC4	285.96382786726963	CMY	2.7782359269947562e-05
PWY-6654	phosphopantothenate biosynthesis III	AC4	15.996795151167785	CMY	1.554143100447587e-06
PWY-6660	2-heptyl-3-hydroxy-4(1H)-quinolone biosynthesis	AC4	0.0	CMY	0.0
PWY-6690	cinnamate and 3-hydroxycinnamate degradation to 2-oxopent-4-enoate	AC4	0.0	CMY	0.0
PWY-6700	queuosine biosynthesis	AC4	65400.06196753798	CMY	0.006353838635501554
PWY-6703	preQ0 biosynthesis	AC4	55520.70694567118	CMY	0.0053940256667779005
PWY-6708	ubiquinol-8 biosynthesis (prokaryotic)	AC4	2057.4963726611054	CMY	0.00019989277611858164
PWY-6713	L-rhamnose degradation II	AC4	0.0	CMY	0.0
PWY-6728	methylaspartate cycle	AC4	345.1119122667981	CMY	3.352879700360249e-05
PWY-6731	starch degradation III	AC4	0.0	CMY	0.0
PWY-6737	starch degradation V	AC4	81999.58951987037	CMY	0.00796653924036388
PWY-6749	CMP-legionaminate biosynthesis I	AC4	196.22999461208568	CMY	1.9064411924095747e-05
PWY-6876	isopropanol biosynthesis	AC4	815.5050523576374	CMY	7.922909173524348e-05
PWY-6891	thiazole biosynthesis II (Bacillus)	AC4	4958.93571856282	CMY	0.000481777484786063
PWY-6892	thiazole biosynthesis I (E. coli)	AC4	49135.5817652644	CMY	0.004773689021165548
PWY-6895	superpathway of thiamin diphosphate biosynthesis II	AC4	19268.1682405887	CMY	0.0018719681315159053
PWY-6897	thiamin salvage II	AC4	70132.85083672205	CMY	0.00681364518408892
PWY-6901	superpathway of glucose and xylose degradation	AC4	45169.08434637498	CMY	0.004388330295354763
PWY-6906	chitin derivatives degradation	AC4	17.016447257472	CMY	1.6532057733701606e-06
PWY-6944	androstenedione degradation	AC4	0.0	CMY	0.0
PWY-6948	sitosterol degradation to androstenedione	AC4	0.0	CMY	0.0
PWY-6969	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase)	AC4	73272.98650913866	CMY	0.0071187200533760564
PWY-6992	1,5-anhydrofructose degradation	AC4	2.4952781603816225	CMY	2.4242476696162147e-07
PWY-7003	glycerol degradation to butanol	AC4	3997.034277384936	CMY	0.00038832548555807597
PWY-7007	methyl ketone biosynthesis	AC4	11.994658278447602	CMY	1.165321880383961e-06
PWY-7013	L-1,2-propanediol degradation	AC4	942.2390228820052	CMY	9.154172836161144e-05
PWY-7031	protein N-glycosylation (bacterial)	AC4	5.412844036697249	CMY	5.25876222951932e-07
PWY-7046	4-coumarate degradation (anaerobic)	AC4	0.0	CMY	0.0
PWY-7084	nitrifier denitrification	AC4	0.0	CMY	0.0
PWY-7090	UDP-2,3-diacetamido-2,3-dideoxy-&alpha;-D-mannuronate biosynthesis	AC4	499.8053645360831	CMY	4.855779245280513e-05
PWY-7094	fatty acid salvage	AC4	1760.589616630947	CMY	0.00017104727412896214
PWY-7097	vanillin and vanillate degradation I	AC4	0.0	CMY	0.0
PWY-7098	vanillin and vanillate degradation II	AC4	0.0	CMY	0.0
PWY-7111	pyruvate fermentation to isobutanol (engineered)	AC4	78624.80923779223	CMY	0.007638667848541036
PWY-7159	chlorophyllide a biosynthesis III (aerobic, light independent)	AC4	0.0	CMY	0.0
PWY-7184	pyrimidine deoxyribonucleotides de novo biosynthesis I	AC4	44718.01633774205	CMY	0.004344507502925098
PWY-7187	pyrimidine deoxyribonucleotides de novo biosynthesis II	AC4	47664.72875548505	CMY	0.004630790644627028
PWY-7196	superpathway of pyrimidine ribonucleosides salvage	AC4	66520.61047784447	CMY	0.006462703737514348
PWY-7197	pyrimidine deoxyribonucleotide phosphorylation	AC4	43587.54362249469	CMY	0.004234678230621285
PWY-7198	pyrimidine deoxyribonucleotides de novo biosynthesis IV	AC4	1561.53616468049	CMY	0.00015170855371367356
PWY-7199	pyrimidine deoxyribonucleosides salvage	AC4	66505.13684506272	CMY	0.006461200421418883
PWY-7200	superpathway of pyrimidine deoxyribonucleoside salvage	AC4	47594.22191450472	CMY	0.004623940665027463
PWY-7208	superpathway of pyrimidine nucleobases salvage	AC4	97508.3027119924	CMY	0.009473263517107361
PWY-7210	pyrimidine deoxyribonucleotides biosynthesis from CTP	AC4	2190.230012663202	CMY	0.00021278830105699365
PWY-7211	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis	AC4	44439.09812104015	CMY	0.004317409648762432
PWY-7219	adenosine ribonucleotides de novo biosynthesis	AC4	94189.499294595	CMY	0.009150830468227974
PWY-722	nicotinate degradation I	AC4	29.466131276045928	CMY	2.862734953270098e-06
PWY-7220	adenosine deoxyribonucleotides de novo biosynthesis II	AC4	82276.6585036434	CMY	0.0079934574352529
PWY-7221	guanosine ribonucleotides de novo biosynthesis	AC4	81947.60544021167	CMY	0.007961488810076361
PWY-7222	guanosine deoxyribonucleotides de novo biosynthesis II	AC4	82276.6585036434	CMY	0.0079934574352529
PWY-7228	superpathway of guanosine nucleotides de novo biosynthesis I	AC4	59837.47233744369	CMY	0.005813414118431881
PWY-7229	superpathway of adenosine nucleotides de novo biosynthesis I	AC4	91218.1847831643	CMY	0.008862157149381185
PWY-7234	inosine-5'-phosphate biosynthesis III	AC4	37738.64408617494	CMY	0.00366643773159115
PWY-7237	myo-, chiro- and scillo-inositol degradation	AC4	1618.1799999999998	CMY	0.000157211695124988
PWY-7242	D-fructuronate degradation	AC4	33117.00162856099	CMY	0.003217429435219235
PWY-7254	TCA cycle VII (acetate-producers)	AC4	530.4211607015825	CMY	5.1532221263431426e-05
PWY-7255	ergothioneine biosynthesis I (bacteria)	AC4	0.0	CMY	0.0
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	AC4	10.66631255899835	CMY	1.0362685721817594e-06
PWY-7295	L-arabinose degradation IV	AC4	1.9937455862912608	CMY	1.9369917022136732e-07
PWY-7315	dTDP-N-acetylthomosamine biosynthesis	AC4	3440.310561106372	CMY	0.00033423788148903794
PWY-7323	superpathway of GDP-mannose-derived O-antigen building blocks biosynthesis	AC4	66082.65442467571	CMY	0.006420154816189829
PWY-7328	superpathway of UDP-glucose-derived O-antigen building blocks biosynthesis	AC4	15825.135645938488	CMY	0.0015374657952025497
PWY-7332	superpathway of UDP-N-acetylglucosamine-derived O-antigen building blocks biosynthesis	AC4	2791.480416505516	CMY	0.00027120182438729914
PWY-7347	sucrose biosynthesis III	AC4	1.498310383376762	CMY	1.455659538456979e-07
PWY-7371	1,4-dihydroxy-6-naphthoate biosynthesis II	AC4	3292.2314257402577	CMY	0.0003198514894414602
PWY-7373	superpathway of demethylmenaquinol-6 biosynthesis II	AC4	431.0606390840562	CMY	4.187900837488113e-05
PWY-7374	1,4-dihydroxy-6-naphthoate biosynthesis I	AC4	3190.719400260225	CMY	0.0003099892506291606
PWY-7376	cob(II)yrinate a,c-diamide biosynthesis II (late cobalt incorporation)	AC4	147.48737336379526	CMY	1.432890035475303e-05
PWY-7377	cob(II)yrinate a,c-diamide biosynthesis I (early cobalt insertion)	AC4	3093.0596104710485	CMY	0.00030050126962685773
PWY-7385	1,3-propanediol biosynthesis (engineered)	AC4	0.0	CMY	0.0
PWY-7391	isoprene biosynthesis II (engineered)	AC4	31.86122234013533	CMY	3.095426202799944e-06
PWY-7392	taxadiene biosynthesis (engineered)	AC4	42002.00253595361	CMY	0.004080637517038471
PWY-7400	L-arginine biosynthesis IV (archaebacteria)	AC4	51923.522212477554	CMY	0.0050445469254863885
PWY-7401	crotonate fermentation (to acetate and cyclohexane carboxylate)	AC4	0.0	CMY	0.0
PWY-7431	aromatic biogenic amine degradation (bacteria)	AC4	175.1617339418154	CMY	1.7017558685699334e-05
PWY-7446	sulfoglycolysis	AC4	1.5789473684210529	CMY	1.534001114230881e-07
PWY-7456	mannan degradation	AC4	18846.20741981133	CMY	0.0018309732014644019
PWY-7527	L-methionine salvage cycle III	AC4	0.0	CMY	0.0
PWY-7528	L-methionine salvage cycle I (bacteria and plants)	AC4	0.0	CMY	0.0
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	AC4	71619.32392369234	CMY	0.00695806110429574
PWY-7560	methylerythritol phosphate pathway II	AC4	79851.43575272153	CMY	0.007757838789781993
PWY-7616	methanol oxidation to carbon dioxide	AC4	7.8635474640354355	CMY	7.639704028703924e-07
PWY-7644	heparin degradation	AC4	0.0	CMY	0.0
PWY-7663	gondoate biosynthesis (anaerobic)	AC4	99936.1881070925	CMY	0.009709140847523563
PWY-7664	oleate biosynthesis IV (anaerobic)	AC4	27785.19971445932	CMY	0.002699426730336849
PWY-841	superpathway of purine nucleotides de novo biosynthesis I	AC4	71581.04908031179	CMY	0.0069543425729775305
PWY-922	mevalonate pathway I	AC4	5101.263618778353	CMY	0.0004956051247621251
PWY0-1061	superpathway of L-alanine biosynthesis	AC4	3521.8184888045457	CMY	0.00034215665410985567
PWY0-1241	ADP-L-glycero-&beta;-D-manno-heptose biosynthesis	AC4	3587.025108171945	CMY	0.0003484916991382942
PWY0-1261	anhydromuropeptides recycling	AC4	49984.91061088214	CMY	0.004856204209548865
PWY0-1277	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation	AC4	0.0	CMY	0.0
PWY0-1296	purine ribonucleosides degradation	AC4	32116.980654065705	CMY	0.003120273993574334
PWY0-1297	superpathway of purine deoxyribonucleosides degradation	AC4	30125.47436084599	CMY	0.0029267923782972
PWY0-1298	superpathway of pyrimidine deoxyribonucleosides degradation	AC4	30124.597780869502	CMY	0.0029267072155686924
PWY0-1319	CDP-diacylglycerol biosynthesis II	AC4	82558.39670493074	CMY	0.008020829260516992
PWY0-1338	polymyxin resistance	AC4	105.96288204278032	CMY	1.0294654677646892e-05
PWY0-1415	superpathway of heme biosynthesis from uroporphyrinogen-III	AC4	11012.931653872556	CMY	0.0010699437971059724
PWY0-1479	tRNA processing	AC4	8158.426561977335	CMY	0.0007926189109747896
PWY0-1533	methylphosphonate degradation I	AC4	3090.2396551597185	CMY	0.00030022730136951254
PWY0-1586	peptidoglycan maturation (meso-diaminopimelate containing)	AC4	56092.76019647338	CMY	0.005449602587306131
PWY0-162	superpathway of pyrimidine ribonucleotides de novo biosynthesis	AC4	71293.97439116445	CMY	0.0069264522897529626
PWY0-166	superpathway of pyrimidine deoxyribonucleotides de novo biosynthesis (E. coli)	AC4	48378.9683125708	CMY	0.004700181448798859
PWY0-321	phenylacetate degradation I (aerobic)	AC4	12.509058258807825	CMY	1.2152975894427129e-06
PWY0-41	allantoin degradation IV (anaerobic)	AC4	7.792947673670802	CMY	7.571113929217507e-07
PWY0-42	2-methylcitrate cycle I	AC4	90.09347790940076	CMY	8.75288804820388e-06
PWY0-781	aspartate superpathway	AC4	16939.040133683517	CMY	0.001645685407807901
PWY0-845	superpathway of pyridoxal 5'-phosphate biosynthesis and salvage	AC4	28013.9989926664	CMY	0.002721655359024825
PWY0-862	(5Z)-dodec-5-enoate biosynthesis	AC4	24613.47429450038	CMY	0.002391282809547593
PWY1G-0	mycothiol biosynthesis	AC4	8.586852227019596	CMY	8.342419226523187e-07
PWY490-3	nitrate reduction VI (assimilatory)	AC4	5521.793635721831	CMY	0.0005364610473508508
PWY4FS-7	phosphatidylglycerol biosynthesis I (plastidic)	AC4	59875.74964913608	CMY	0.005817132889554988
PWY4FS-8	phosphatidylglycerol biosynthesis II (non-plastidic)	AC4	59875.74964913607	CMY	0.005817132889554987
PWYG-321	mycolate biosynthesis	AC4	28426.69640713469	CMY	0.0027617503176216806
PYRIDNUCSAL-PWY	NAD salvage pathway I	AC4	55446.57800520893	CMY	0.005386823787884396
PYRIDNUCSYN-PWY	NAD biosynthesis I (from aspartate)	AC4	71956.84990778314	CMY	0.006990852902555293
PYRIDOXSYN-PWY	pyridoxal 5'-phosphate biosynthesis I	AC4	28480.29725105247	CMY	0.002766957822060275
REDCITCYC	TCA cycle VIII (helicobacter)	AC4	39300.687842554784	CMY	0.0038181955995662074
RHAMCAT-PWY	L-rhamnose degradation I	AC4	10696.645082533594	CMY	0.0010392154800921243
RIBOSYN2-PWY	flavin biosynthesis I (bacteria and plants)	AC4	74043.59614710965	CMY	0.007193587402784078
RUMP-PWY	formaldehyde oxidation I	AC4	2787.5475588204044	CMY	0.00027081973387613125
SALVADEHYPOX-PWY	adenosine nucleotides degradation II	AC4	9278.735390257138	CMY	0.0009014607270628371
SER-GLYSYN-PWY	superpathway of L-serine and glycine biosynthesis I	AC4	81439.38455677847	CMY	0.007912113421317106
SO4ASSIM-PWY	sulfate reduction I (assimilatory)	AC4	17023.28835790756	CMY	0.001653870409563906
SUCSYN-PWY	sucrose biosynthesis I (from photosynthesis)	AC4	4.977422173782417	CMY	4.835735068367156e-07
SULFATE-CYS-PWY	superpathway of sulfate assimilation and cysteine biosynthesis	AC4	30336.594040482138	CMY	0.0029473033738044016
TCA	TCA cycle I (prokaryotic)	AC4	62673.24675687486	CMY	0.006088919255975821
TCA-GLYOX-BYPASS	superpathway of glyoxylate bypass and TCA	AC4	630.1080409961527	CMY	6.121714100834926e-05
TEICHOICACID-PWY	teichoic acid (poly-glycerol) biosynthesis	AC4	5616.258678762846	CMY	0.0005456386478319671
THISYN-PWY	superpathway of thiamin diphosphate biosynthesis I	AC4	63945.95893273284	CMY	0.00621256757604704
THREOCAT-PWY	superpathway of L-threonine metabolism	AC4	5.880704211908445	CMY	5.713304315235533e-07
THRESYN-PWY	superpathway of L-threonine biosynthesis	AC4	88462.23961143075	CMY	0.008594407694981949
TRNA-CHARGING-PWY	tRNA charging	AC4	82596.18109138413	CMY	0.008024500142275261
TRPSYN-PWY	L-tryptophan biosynthesis	AC4	67633.82421452958	CMY	0.00657085624130298
TYRFUMCAT-PWY	L-tyrosine degradation I	AC4	5491.405152687673	CMY	0.0005335087027846857
UBISYN-PWY	superpathway of ubiquinol-8 biosynthesis (prokaryotic)	AC4	1994.5665464273911	CMY	0.00019377892929305966
UDPNAGSYN-PWY	UDP-N-acetyl-D-glucosamine biosynthesis I	AC4	38408.68367344159	CMY	0.0037315343582427197
VALDEG-PWY	L-valine degradation I	AC4	42.48180843366569	CMY	4.127252293213113e-06
VALSYN-PWY	L-valine biosynthesis	AC4	87049.55803318342	CMY	0.008457160871026576
1CMET2-PWY	N10-formyl-tetrahydrofolate biosynthesis	AC5	81162.22914801483	CMY	0.007215469003676273
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	AC5	16.565189779010474	CMY	1.4726753398121594e-06
AEROBACTINSYN-PWY	aerobactin biosynthesis	AC5	0.0	CMY	0.0
ALL-CHORISMATE-PWY	superpathway of chorismate metabolism	AC5	360.5204975603597	CMY	3.20509244588725e-05
ANAEROFRUCAT-PWY	homolactic fermentation	AC5	76755.6316696017	CMY	0.006823714515770545
ANAGLYCOLYSIS-PWY	glycolysis III (from glucose)	AC5	100009.91965321402	CMY	0.00889106278737011
ARG+POLYAMINE-SYN	superpathway of arginine and polyamine biosynthesis	AC5	21223.759053114813	CMY	0.0018868305762026905
ARGDEG-PWY	superpathway of L-arginine, putrescine, and 4-aminobutanoate degradation	AC5	20.586336906454274	CMY	1.8301625941897988e-06
ARGORNPROST-PWY	arginine, ornithine and proline interconversion	AC5	4131.254184154566	CMY	0.00036727597091638394
ARGSYN-PWY	L-arginine biosynthesis I (via L-ornithine)	AC5	47980.17349231517	CMY	0.004265524225479924
ARGSYNBSUB-PWY	L-arginine biosynthesis II (acetyl cycle)	AC5	45181.68391171936	CMY	0.004016733438954392
ARO-PWY	chorismate biosynthesis I	AC5	75650.0287303816	CMY	0.006725424414302686
